|6.44256300e+06|5.57546100e+06|3.02624000e+06|7.54720000e+06|
|2.30339900e+06|7.98245000e+05|6.11263600e+06|5.25912000e+05|
|7.04104100e+06|9.45459000e+06|7.20785000e+05|8.24037200e+06|
|1.92284300e+06|6.67186900e+06|6.77373600e+06|7.23028900e+06|
|4.89925000e+06|6.46514400e+06|5.75416800e+06|2.21621500e+06|
|5.11995900e+06|8.53744800e+06|6.65361800e+06|1.19287500e+06|
|4.94127400e+06|2.61349500e+06|7.79714000e+05|3.71542800e+06|
|9.86763300e+06|3.29128200e+06|5.37926000e+06|2.30037600e+06|
|6.42362000e+06|3.95703600e+06|2.90052000e+05|7.55313900e+06|
|2.30416700e+06|3.04865800e+06|3.44848000e+05|8.30778500e+06|
|5.91236600e+06|7.06621300e+06|9.79192000e+06|6.07768500e+06|
|6.54287700e+06|2.08791700e+06|3.82604400e+06|7.60606000e+05|
|6.30662800e+06|7.04601800e+06|9.90724000e+05|3.38095500e+06|
|6.59305700e+06|9.81749100e+06|7.72430700e+06|1.62118200e+06|
|1.21586700e+06|9.94528200e+06|5.07026400e+06|1.56733200e+06|
|2.31226000e+06|5.85258200e+06|3.70378000e+06|8.34113000e+06|
|1.71376000e+06|7.38752900e+06|8.81965700e+06|5.57154500e+06|
|3.66416000e+05|9.30463000e+05|7.39189300e+06|1.67880400e+06|
|6.58711000e+05|2.02891300e+06|7.92584200e+06|6.09334600e+06|
|8.72682200e+06|6.96500000e+05|9.51968800e+06|9.17737100e+06|
|6.39105600e+06|3.19593100e+06|8.37539100e+06|1.45736600e+06|
|2.79151600e+06|1.20573300e+06|5.90137600e+06|3.41863500e+06|
|6.42140000e+05|9.88929400e+06|8.34602000e+05|9.62327600e+06|
|9.78222700e+06|7.70233900e+06|2.18758400e+06|7.16922800e+06|
|7.56593700e+06|2.90867000e+06|6.18414700e+06|7.59713800e+06|
|2.35037800e+06|8.44712000e+05|5.30365700e+06|6.45701200e+06|
|3.74689800e+06|1.15276700e+06|8.69906800e+06|8.15147400e+06|
|1.32799000e+06|3.40496100e+06|8.36154800e+06|1.68663600e+06|
|8.31596300e+06|4.40850500e+06|7.38506600e+06|9.65726300e+06|
|2.12972800e+06|2.94137000e+05|6.40872700e+06|1.32824000e+05|
|5.63077100e+06|4.22393100e+06|1.04389200e+06|7.72032700e+06|
|4.04965000e+05|9.17096100e+06|1.45690900e+06|4.23313500e+06|
|1.83854800e+06|7.23091000e+05|6.31777200e+06|2.30790400e+06|
|4.51696600e+06|4.55889000e+06|9.47263700e+06|5.43420900e+06|
|2.79910100e+06|1.39569400e+06|1.46782900e+06|5.07491000e+05|
|2.86675000e+05|3.31591100e+06|4.08094100e+06|5.16748200e+06|
|4.10836800e+06|4.04316700e+06|9.08786000e+05|4.44142800e+06|
|4.39063000e+06|6.79641800e+06|3.37369600e+06|1.76316100e+06|
|6.45642100e+06|9.31843600e+06|3.65667000e+06|1.84334500e+06|
|6.06469400e+06|9.57650700e+06|6.38810500e+06|3.65717500e+06|
|7.78625600e+06|3.90766200e+06|8.46627500e+06|3.25619000e+05|
